"","X","INSTNM","SATVR25","SATVRMID","SATVR75","SATMT25","SATMTMID","SATMT75","SATWR25","SATWRMID","SATWR75","TUITIONFEE_IN","TUITIONFEE_OUT","ACTCM25","ACTCM75","ACTCMMID","PCIP01","PCIP03","PCIP04","PCIP05","PCIP09","PCIP10","PCIP11","PCIP12","PCIP13","PCIP14","PCIP15","PCIP16","PCIP19","PCIP22","PCIP23","PCIP24","PCIP25","PCIP26","PCIP27","PCIP29","PCIP30","PCIP31","PCIP38","PCIP39","PCIP40","PCIP41","PCIP42","PCIP43","PCIP44","PCIP45","PCIP46","PCIP47","PCIP48","PCIP49","PCIP50","PCIP51","PCIP52","PCIP54","LATITUDE","LONGITUDE","HIGHDEG","HIGHDEG_1","undergrad.profile","twoorfour","partorfull","loworhigh","two.year","four.year","part.time","full.time","transfer.high","transfer.low"
"328",328,"Dance Theatre of Harlem Inc",390,560,680,410,560,750,400,600,670,11581,25049,24,35,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,40.829191,-73.943833,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"329",329,"Erie 2 Chautauqua Cattaraugus BOCES-Practical Nursing Program",490,540,570,370,550,770,460,570,630,11021,23644,21,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,42.648295,-79.040253,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"330",330,"Empire Beauty School-Brooklyn",480,530,760,470,550,730,480,540,680,8806,19800,24,35,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.599279,-73.989884,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"331",331,"Seminar L'moros Bais Yaakov",470,570,590,450,510,590,470,590,760,8335,8335,20,28,27,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.634807,-73.985467,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"332",332,"Rensselaer BOCES-Practical Nursing Program",490,490,780,540,600,740,450,530,690,10984,22637,24,31,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,42.702142,-73.673181,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"333",333,"School of Professional Horticulture  New York Botanical Garden",450,590,670,520,580,730,400,550,620,7000,7000,23,34,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.867748,-73.879446,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"334",334,"ASA College",340,550,660,390,530,630,470,540,660,12298,12298,19,33,23,0,0,0,0,0,0,0.0899,0,0,0,0,0,0,0.0024,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1664,0,0,0,0,0,0,0,0.5591,0.1822,0,40.692405,-73.986027,2,"Associate degree",4,"Two Year","Full Time","Low",1,0,0,1,0,0
"335",335,"Yeshivas Novominsk",390,540,540,550,600,560,350,530,560,9700,9700,25,31,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.623611,-73.989901,3,"Bachelor's degree",10,"Four Year","Full Time","Low",0,1,0,1,0,1
"336",336,"Rabbinical College of Ohr Shimon Yisroel",450,520,750,520,560,730,540,500,630,11600,11600,22,28,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.704205,-73.956537,3,"Bachelor's degree",11,"Four Year","Full Time","High",0,1,0,1,1,0
"337",337,"Schuyler Steuben Chemung Tioga Allegany BOCES",520,520,660,520,590,660,510,530,630,9752,24232,24,28,25,0,0,0,0,0,0,0,0.2199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0709,0,0,0.6383,0.0709,0,42.192208,-77.136244,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"338",338,"Delaware Chenango Madison Otsego BOCES-Practical Nursing Program",380,490,580,540,560,720,520,540,600,8853,25667,22,29,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,42.585469,-75.521879,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"339",339,"Orlo School of Hair Design and Cosmetology",490,520,740,390,520,640,470,570,600,8490,22569,24,35,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.673789,-73.784313,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"340",340,"Bryant & Stratton College-Henrietta",360,530,580,430,560,650,550,510,620,16353,16353,20,27,27,0,0,0,0,0,0.0577,0.1635,0,0,0,0,0,0,0.1058,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1058,0,0,0,0,0,0,0.0385,0.4038,0.125,0,43.085881,-77.599568,2,"Associate degree",3,"Two Year","Full Time","Low",1,0,0,1,0,0
"341",341,"Shear Ego International School of Hair Design",370,550,550,490,550,660,490,550,730,4443,25792,20,28,23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.21083,-77.602691,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"342",342,"Pacific College of Oriental Medicine-New York",500,500,680,480,520,680,540,600,580,11166,11166,20,27,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40.7088,-74.006721,4,"Graduate degree",5,"Four Year","Part Time","Low",0,1,1,0,0,0
"343",343,"Allen School-Jamaica",500,560,610,560,510,720,470,590,730,7674,23919,22,27,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40.704694,-73.796295,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"344",344,"Clinton Essex Warren Washington BOCES",490,570,670,560,580,710,490,520,730,12810,26785,20,32,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,44.700095,-73.469937,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"345",345,"Jefferson Lewis BOCES-Practical Nursing Program",360,560,680,380,510,570,530,580,640,9182,9182,22,30,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,43.970186,-75.971274,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"346",346,"Veeb Nassau County School of Practical Nursing",330,500,550,400,600,580,540,600,720,14000,14000,25,26,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40.766393,-73.520435,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"347",347,"Syracuse City Schools Practical Nursing Program",520,540,760,530,560,590,530,550,750,7736,26320,25,27,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,43.047991,-76.144277,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"348",348,"Cattaraugus Allegany BOCES-Practical Nursing Program",420,540,620,540,530,650,470,600,710,12359,29733,21,26,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,42.093196,-78.405395,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"349",349,"Orange Ulster BOCES-Practical Nursing Program",400,540,720,350,500,770,490,530,690,5883,24619,20,30,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,41.39029,-74.320975,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"350",350,"Wayne Finger Lakes BOCES-Practical Nursing Program",330,590,730,420,570,600,520,520,620,9406,24653,20,34,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,43.041349,-77.083344,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"351",351,"Broome Delaware Tioga BOCES-Practical Nursing Program",430,590,610,550,540,720,510,600,590,10495,23369,20,27,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,42.129648,-75.934739,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"352",352,"Washington Saratoga Warren Hamilton Essex BOCES-Practical Nursing Program",350,500,580,530,530,790,380,600,600,7383,22320,22,29,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,43.32149,-73.594331,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"353",353,"Albany BOCES-Adult Practical Nursing Program",470,500,580,500,560,660,450,560,600,6996,22816,20,30,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,42.74311,-73.836922,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"354",354,"Ulster BOCES School of Practical Nursing",380,540,560,470,570,690,480,510,590,9741,28658,22,30,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,41.905936,-73.976438,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"355",355,"Eastern Suffolk BOCES",470,560,590,520,550,590,540,500,760,5643,20417,19,34,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40.780472,-73.00833,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"356",356,"Rockland County BOCES-Practical Nursing Program",450,550,680,530,520,700,550,550,660,9759,23893,23,31,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,41.120977,-73.977376,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"357",357,"New York College of Health Professions",520,540,650,410,580,690,510,580,660,13830,13830,24,36,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40.807605,-73.517755,4,"Graduate degree",5,"Four Year","Part Time","Low",0,1,1,0,0,0
"358",358,"Charles Stuart School of Diamond Setting",470,510,570,420,600,680,500,550,660,12583,25511,25,25,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,40.608355,-73.958876,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"359",359,"Adirondack Beauty School",420,550,620,330,510,740,340,580,640,5828,19225,20,28,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.317954,-73.630352,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"360",360,"Yeshiva D'monsey Rabbinical College",500,490,610,400,580,580,440,570,790,5900,5900,23,36,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.115776,-74.065944,3,"Bachelor's degree",11,"Four Year","Full Time","High",0,1,0,1,1,0
"361",361,"ITT Technical Institute-Getzville",480,530,750,350,530,710,470,510,730,18048,18048,23,34,25,0,0,0,0,0,0,0.454,0,0,0,0.3374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135,0,0,0,0,0,0,0.0736,0,0,0,43.012044,-78.770457,2,"Associate degree",3,"Two Year","Full Time","Low",1,0,0,1,0,0
"362",362,"Western Suffolk BOCES",380,540,620,450,520,650,550,530,580,7483,30906,24,28,26,0,0,0,0,0,0,0,0.4241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1203,0,0,0,0.4557,0,0,40.704982,-73.375381,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"363",363,"Manhattan School of Computer Technology",400,560,560,310,590,700,550,540,690,5241,13779,25,36,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2752,0,0,40.634492,-73.967148,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"364",364,"New York Conservatory for Dramatic Arts",400,540,760,450,560,610,380,520,610,31200,31200,24,30,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,40.740148,-73.993388,2,"Associate degree",4,"Two Year","Full Time","Low",1,0,0,1,0,0
"365",365,"Merkaz Bnos-Business School",470,520,620,380,550,660,530,540,630,10251,33649,20,32,25,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,40.601426,-73.997124,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"366",366,"Lia Schorr Institute of Cosmetic Skin Care Training",330,510,560,440,570,690,500,500,710,9732,23102,24,29,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.764199,-73.976822,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"367",367,"Studio Jewelers",430,530,550,420,560,710,370,590,580,9113,18822,23,25,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,40.745464,-73.983774,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"368",368,"Cayuga Onondaga BOCES-Practical Nursing Program",470,590,550,450,570,710,560,570,670,8501,8501,19,28,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,42.917744,-76.616897,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"369",369,"New York Institute of Massage Inc",530,550,590,480,560,570,430,500,570,8907,30107,19,30,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,42.974993,-78.696761,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"370",370,"Dutchess BOCES-Practical Nursing Program",430,520,570,510,540,650,450,570,790,12045,24887,25,25,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,41.742609,-73.866586,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"371",371,"Genesee Valley BOCES-Practical Nursing Program",350,550,610,550,610,560,460,500,700,9310,20623,25,27,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,43.014665,-78.182909,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"372",372,"Hamilton Fulton Montgomery BOCES-Practical Nursing Program",460,500,610,540,580,670,390,510,580,9029,32562,24,29,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,42.984198,-74.298686,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"373",373,"Herkimer County BOCES-Practical Nursing Program",300,590,730,330,520,600,420,560,720,10742,24574,24,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,43.015552,-75.031218,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"374",374,"Putnam Westchester BOCES-Practical Nursing Program",480,520,580,400,550,590,480,510,770,11357,23338,24,30,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,41.278181,-73.765536,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"375",375,"Sullivan County BOCES-Practical Nursing Program",360,550,540,360,610,640,430,520,730,13059,30661,22,33,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,41.788239,-74.778741,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"376",376,"Yeshiva of the Telshe Alumni",370,570,670,550,580,700,300,560,610,9100,9100,22,33,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.896668,-73.911096,3,"Bachelor's degree",10,"Four Year","Full Time","Low",0,1,0,1,0,1
"377",377,"LIU Hudson at Westchester",540,590,660,560,520,730,470,590,670,6866,23807,19,27,23,0.0102,0.0504,0.0125,0.0358,0.0184,0.0178,0.0316,0.049,0.0158,0.0097,0.0294,0.0556,0.0506,0.0461,0.0404,0.0104,0.0327,0.0195,0.0215,0.0175,0.0475,0.0135,0,0.0461,0.0094,0.0104,0.0131,0.0436,0.0208,0.0042,0.0311,0.0019,0.0427,0.0434,0.0033,0.0533,0.0246,0.0161,41.048648,-73.705238,4,"Graduate degree",0,"Four Year","Full Time","Low",0,0,0,0,0,0
"378",378,"ITT Technical Institute-Albany",440,510,690,420,530,630,450,550,730,18048,18048,22,36,23,0,0,0,0,0,0,0.4149,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0851,0,0,0,42.736379,-73.820134,2,"Associate degree",3,"Two Year","Full Time","Low",1,0,0,1,0,0
"379",379,"ITT Technical Institute-Liverpool",450,540,620,530,550,600,490,510,650,18048,18048,24,35,26,0,0,0,0,0,0,0.4623,0,0,0,0.4528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0849,0,0,0,43.0813,-76.174322,2,"Associate degree",3,"Two Year","Full Time","Low",1,0,0,1,0,0
"380",380,"Franklin Career Institute",520,520,780,530,600,600,520,590,650,9633,20316,23,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40.70867,-73.627681,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"381",381,"Star Career Academy-Syosset",360,580,570,560,540,630,520,570,670,11273,24725,23,29,23,0,0,0,0,0,0,0,0.7143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2544,0.0314,0,40.805326,-73.519957,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"382",382,"Ridley-Lowell Business & Technical Institute-Poughkeepsie",360,570,560,420,570,560,460,560,710,9925,22467,22,27,27,0,0,0,0,0,0,0.1045,0.2773,0,0,0.1227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1182,0,0,0,0.3773,0,0,41.700589,-73.923961,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"383",383,"Erie 1 BOCES",540,550,580,490,590,720,430,530,730,12422,31613,24,26,23,0,0,0,0,0,0,0,0.2141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7859,0,0,42.851567,-78.78642,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"384",384,"New York College of Traditional Chinese Medicine",540,540,710,350,500,750,410,580,570,9838,20419,23,34,26,0.038,0.0082,0.0096,0.015,0.0441,0.0506,0.032,0.0227,0.0235,0.0421,0.0512,0.04,0.0342,0.0224,0.0298,0.0304,0.0492,0.0299,0.0228,0.0366,0.0093,0.0221,0.0122,0.0029,0.0269,0.007,0.0364,0.0194,0.0052,0.0309,0.0045,0.0026,0.0177,0.0385,0.0051,0.0343,0.0501,0.0424,40.742666,-73.638257,4,"Graduate degree",0,"Four Year","Full Time","Low",0,0,0,0,0,0
"385",385,"Northeastern Seminary",370,500,550,420,600,680,340,520,680,10197,24980,22,27,27,0.0364,0.041,0.0408,0.048,0.0514,0.041,0.0437,0.0057,0.0033,0.0101,0.0341,0.0124,0.0224,0.001,0.0294,0.0373,0.0149,0.0053,0.0455,0.038,0.007,0.0107,0.0518,8e-04,0.0264,0.0263,0.0439,0.0544,0.0291,0.0425,0.0029,0.0018,0.0038,0.0408,0.0046,0.0539,0.0354,0.0024,43.12625,-77.797762,4,"Graduate degree",0,"Four Year","Full Time","Low",0,0,0,0,0,0
"386",386,"New York Automotive and Diesel Institute",510,530,620,460,550,650,430,550,730,10435,21666,20,29,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,40.705278,-73.781177,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"387",387,"Onondaga Cortland Madison BOCES",360,540,770,410,500,590,420,530,730,11441,26763,23,36,26,0,0,0,0,0,0,0,0.1007,0,0,0.0171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0461,0.1894,0.0666,0,0,0.4932,0.087,0,43.115889,-76.203875,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"388",388,"Metropolitan Learning Institute",480,490,630,460,510,720,320,600,580,12207,28111,22,32,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5593,0.4318,0,40.730459,-73.862296,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"389",389,"Orleans Niagara BOCES-Practical Nursing Program",530,550,730,460,540,620,390,510,690,10718,23887,24,30,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,43.14606,-78.866537,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"390",390,"Yeshiva Shaarei Torah of Rockland",430,570,730,370,610,640,520,530,760,9850,9850,19,35,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.123903,-74.089939,3,"Bachelor's degree",11,"Four Year","Full Time","High",0,1,0,1,1,0
"391",391,"Leon Studio One School of Hair Design",470,530,580,470,600,600,520,530,700,8013,16112,19,36,24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.960266,-78.758098,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"392",392,"St Joseph's Medical Center School of Radiography",440,530,550,450,580,640,390,590,730,9543,28502,19,30,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40.929512,-73.897524,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"393",393,"Beis Medrash Heichal Dovid",470,570,730,450,510,610,450,530,690,8600,8600,21,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.596827,-73.751509,4,"Graduate degree",10,"Four Year","Full Time","Low",0,1,0,1,0,1
"394",394,"Uta Mesivta of Kiryas Joel",470,590,600,450,600,710,470,560,620,9000,9000,24,30,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.335099,-74.161452,3,"Bachelor's degree",11,"Four Year","Full Time","High",0,1,0,1,1,0
"395",395,"Union Graduate College",470,570,740,490,530,660,500,590,700,8746,30339,23,34,23,0.0237,0.0156,0.0112,0.0316,0.0232,0.037,0.0341,0.0017,0.0304,0.0313,0.0088,0.0278,0.0216,0.034,0.029,0.0209,0.0016,0.0422,0.0107,0.0235,0.0238,0.039,0.0221,0.0178,0.0027,0.0302,0.0469,0.0281,0.007,0.0458,0.0321,0.0305,0.0397,0.0258,0.0285,0.0404,0.0427,0.0369,42.816692,-73.92838,4,"Graduate degree",0,"Four Year","Full Time","Low",0,0,0,0,0,0
"396",396,"Carsten Institute of Cosmetology",520,550,580,410,520,610,520,550,670,5507,25265,21,25,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.75189,-73.980311,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"397",397,"Aveda Institute-New York",420,500,730,520,560,750,500,540,710,11688,27408,25,30,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.725813,-74.004832,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"398",398,"Branford Hall Career Institute-Albany Campus",420,530,790,430,530,600,440,520,610,7325,23170,22,25,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,42.743118,-73.84048,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"399",400,"Lincoln Technical Institute-Whitestone",510,560,710,380,610,620,330,550,680,7571,17999,20,25,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,40.784113,-73.82885,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
